"","port_origin","voyage_id","ship_name","place_of_purchase","port_arrival","year_arrival","n_slaves_arrived","captains_name","country","lat","lng"
"30534","St. Thomas","35252","Neptune","Africa.",NA,"1799",NA,NA,NA,NA,NA
"30535","St. Thomas","35257","Favorite","Africa.","St. Thomas","1800","86",NA,NA,NA,NA
"30536","St. Thomas","35293","Venner","Africa.",NA,"1802",NA,NA,NA,NA,NA
"30537","St. Thomas","35303","Von Holten","Africa.","St. Thomas","1803","48",NA,NA,NA,NA
"30538","St. Thomas","80441","Bassa","Sierra Leone estuary",NA,"1785",NA,"Donaldson",NA,NA,NA
"30539","St. Thomas","80442","Bassa","Bance Island (Ben's Island)",NA,"1787",NA,"Gutheridge",NA,NA,NA
"30540","St. Thomas","34695","Louise","Bassa",NA,"1833",NA,"Lahon, Léonard (a) Dormoy",NA,NA,NA
"30541","St. Thomas","34472","Vénus","Sierra Leone","Basse-Terre","1825",NA,"Allain, Yves<br/> Desbarbès, André",NA,NA,NA
"30542","St. Thomas","34622","Duc de Bordeaux","Bight of Biafra and Gulf of Guinea Islands","Cayenne","1829","175","Zignagua",NA,NA,NA
"30543","St. Thomas","35248","Tiger","Congo North",NA,"1799",NA,NA,NA,NA,NA
"30544","St. Thomas","34354","Adélia","Sierra Leone",NA,"1823",NA,"Gauthier",NA,NA,NA
"30545","St. Thomas","35225","Harriet","Africa.","Havana","1798","57","Packard, Nathaniel",NA,NA,NA
"30546","St. Thomas","35231","Magdalena and Eliza","Africa.","St. Thomas","1798","101",NA,NA,NA,NA
"30547","St. Thomas","35224","Harriet","Africa.","Havana","1797","53","Packard, Nathaniel",NA,NA,NA
"30548","Stockton","24582","Friendship","Saint-Louis","Patuxent","1764",NA,"Haddon, George",NA,NA,NA
"30549","Tenerife","4335",NA,NA,NA,"1860",NA,"Ross, Joseph",NA,NA,NA
"30550","Tenerife","29001","NS de Nazaré","West Central Africa and St. Helena","Cartagena","1595","117","Cea Piñero, Manuel de",NA,NA,NA
"30551","Tenerife","29026","S Francisco","Portuguese Guinea","Cartagena","1597","173","Rolón, Bartolomé",NA,NA,NA
"30552","Tenerife","29027","NS de la Esperanza","Portuguese Guinea","Cartagena","1597","161","Nuñez, Antonio",NA,NA,NA
"30553","Tenerife","29035","S Catalina","Portuguese Guinea","Cartagena","1597","105","Felipe, Rui",NA,NA,NA
"30554","Tenerife","29782","NS del Rosario","Senegambia and offshore Atlantic","New Spain","1586",NA,"Vello, Pero",NA,NA,NA
"30555","Tenerife","25383","Mary","Saint-Louis","St. Kitts","1765",NA,"Phillips, Jos",NA,NA,NA
"30556","Tenerife","28097","Buen Jesus (a) Concepcion","Portuguese Guinea","Cartagena","1591","51","Hernandez, Francisco",NA,NA,NA
"30557","Tenerife","29793","S Antônio","Luanda","Cartagena","1592",NA,"Diaz de Aragon, Ruiz",NA,NA,NA
"30558","Tenerife","42619","S Buenaventura","Senegambia and offshore Atlantic","Spanish Circum-Caribbean,unspecified","1591",NA,"Gonzalez, Juan",NA,NA,NA
"30559","Tenerife","42624","S Maria de Gracia","Senegambia and offshore Atlantic","Spanish Circum-Caribbean,unspecified","1591",NA,"Diaz, Juan",NA,NA,NA
"30560","Tenerife","42515","S Maria","Senegambia and offshore Atlantic","Spanish Circum-Caribbean,unspecified","1591",NA,"Sanequeque, Telmar",NA,NA,NA
"30561","Tenerife","42582","NS de las Nieves","West Central Africa and St. Helena","Cartagena","1590",NA,"Gaspar, Manuel",NA,NA,NA
"30562","Tenerife","42628","Concepcion","Senegambia and offshore Atlantic","Spanish Circum-Caribbean,unspecified","1591",NA,"Medina, Juan de",NA,NA,NA
"30563","Tenerife","42757","Cinco Llagas","Senegambia and offshore Atlantic","Cartagena","1590",NA,"Ribera, Baltazar de",NA,NA,NA
"30564","Tenerife","98831","NS del Rosario","Senegambia and offshore Atlantic","Spanish Americas","1587",NA,"Azedo, Juan Martinez",NA,NA,NA
"30565","Tenerife","28090","NS de Buen Viaje (a) NS de Gracia","Portuguese Guinea","Cartagena","1590","96","Guzman, Antonio Correa de",NA,NA,NA
"30566","Tenerife","28114","Santo Antonio","West Central Africa and St. Helena","Cartagena","1594","41","Ortiz, Manuel",NA,NA,NA
"30567","Tenerife","28117","S Pedro","West Central Africa and St. Helena","Cartagena","1595","134","Gonzalez, Fernan",NA,NA,NA
"30568","Tenerife","29781","NS de la Concepcion","Sao Tome","Veracruz","1587",NA,"Luis, Francisco",NA,NA,NA
"30569","Tenerife","29786","S Ana","Africa.",NA,"1589",NA,"Valero, Bartolomé",NA,NA,NA
"30570","Tenerife","29787","S Antônio","Senegambia and offshore Atlantic","New Spain","1589",NA,"Perez, Rodrigo",NA,NA,NA
"30571","Tenerife","29789","NS de la Concepción","Luanda","Cartagena","1593","146","Eanes, Pedro",NA,NA,NA
"30572","Tenerife","29792","NS del Rosario","West Central Africa and St. Helena","Cartagena","1593","128","Diaz, Gaspar",NA,NA,NA
"30573","Tenerife","42587","NS del Rosario","Senegambia and offshore Atlantic","Spanish Circum-Caribbean,unspecified","1591",NA,"Correa, Manuel",NA,NA,NA
"30574","Tenerife","42664","S Antonio","Cape Verde Islands","Spanish Circum-Caribbean,unspecified","1591",NA,"Gonzalez, Gaspar",NA,NA,NA
"30575","Tenerife","29798","NS de Nazaren","Portuguese Guinea","Cartagena","1593","100","Ferrara, Mateo",NA,NA,NA
"30576","Tenerife","29797","NS de Buen Viaje","Portuguese Guinea","Cartagena","1593","80","Suarez, Hernan",NA,NA,NA
"30577","Tenerife","29794","NS del Buen Viaje","West Central Africa and St. Helena","Cartagena","1592",NA,"Gómez, Luís",NA,NA,NA
"30578","Tenerife","29791","S Antônio","Portuguese Guinea","Cartagena","1593","50","Leon, Duarte de",NA,NA,NA
"30579","Tenerife","41924","NS de Pto Segaro","Africa.","Caracas","1595",NA,"Bergara, Diego",NA,NA,NA
"30580","Tenerife","29783","NS del Buen Viaje","Portuguese Guinea","Cartagena","1587",NA,"Franco de la Fuente, Estevam<br/> Gonçalez, Francisco",NA,NA,NA
"30581","Tenerife","29796","NS de la Concepción","West Central Africa and St. Helena","Spanish Americas","1592",NA,"Nunes, Manuel",NA,NA,NA
"30582","Tenerife","29784","NS de la Concepcion","Senegambia and offshore Atlantic","New Spain","1587",NA,"Ramirez, Duarte",NA,NA,NA
"30583","Tenerife","29785","NS de las Nieves","West Central Africa and St. Helena","Cartagena","1589",NA,"Gaspar, Manuel",NA,NA,NA
"30584","Tenerife","29795","NS del Buen Viaje","Senegambia and offshore Atlantic","New Spain","1592",NA,"Madurera, Antonio",NA,NA,NA
"30585","Texel","11730","Jupiter","Cacheu","Cadiz","1671",NA,"Graaf, Jacob Alberts",NA,NA,NA
"30586","Texel","11739","Carolus Secundus (a) Santo Carolus","Loango","West Central Africa and St. Helena","1700",NA,"Wendt, Claas<br/> Cascais, Manoel Gomes<br/> Vetmoolen, Jan",NA,NA,NA
"30587","Texel","11772","Rebecca","Elmina","Curacao","1667",NA,"Vos, Andries Claase",NA,NA,NA
"30588","Texel","11773","Jonge Prins Willem","Elmina","Curacao","1668",NA,"Moor, Gijsbert de",NA,NA,NA
"30589","Texel","11774","Vergulde Zon","Ardra","Curacao","1668",NA,"Stoffelsen, Willem Jan",NA,NA,NA
"30590","Texel","11775","Africa","Ardra","Curacao","1668",NA,"Foucquier, Simon<br/> Robbertsz, Willem",NA,NA,NA
"30591","Texel","11776","America","Loango","Curacao","1668",NA,"Jochemsz, Broer",NA,NA,NA
"30592","Texel","11778","Herderin (a) Pastora","Bight of Benin","Curacao","1668",NA,"Rutsen, Andries",NA,NA,NA
"30593","Texel","11779","Zwarte Arend (a) Aguila","Ardra","Curacao","1668",NA,"Lonck, Pieter Cornelisz",NA,NA,NA
"30594","Texel","11780","Prins van Oranje te Paert","Loango","Curacao","1669",NA,"Rasiere, Laurens de",NA,NA,NA
"30595","Texel","11781","Leonora (a) Leeuwinne","Ardra","Curacao","1669",NA,"Verschure, Roelof Arentse",NA,NA,NA
"30596","Texel","11803","Nieuw Westindisch Huis","Rio Forcados","Curacao","1660",NA,"Pietersz, Jan",NA,NA,NA
"30597","Texel","11806","S Pieter","New Calabar","Buenos Aires","1658",NA,"Berg, Jacob Jansen van de (a) Japon",NA,NA,NA
"30598","Texel","11812","Elisabeth","Africa.",NA,"1749",NA,"Bakker, Cornelis",NA,NA,NA
"30599","Texel","11813","Jonge Jan Nicolaas","Elmina","Berbice","1755",NA,"Amstel, Christiaan Albrecht<br/> Bakker, Pieter Hansen",NA,NA,NA
"30600","Texel","11394","Aletta","Ardra","Curacao","1667",NA,"Arel, Jan Jansz van",NA,NA,NA
"30601","Texel","11522","Elisabeth","Congo North","Curacao","1680",NA,"Domer, Claas Pietersz",NA,NA,NA
"30602","Texel","11603","Eendracht van Enkhuizen","Africa.","Pernambuco","1646",NA,"Schuyt, Cornelys",NA,NA,NA
"30603","Texel","11691","Vergulde Zalm","Ardra","La Guaira","1659",NA,"Dijck, Gerrit Jansz van",NA,NA,NA
"30604","Texel","10003","Acredam","Whydah","Suriname","1717","585","Louw, Claas Cornelis",NA,NA,NA
"30605","Texel","10004","Acredam","Whydah","Suriname","1719","554","Teijl, Jacob",NA,NA,NA
"30606","Texel","10010","Adrichem","Whydah","Curacao","1708","463","Storck, Pieter Teunisz<br/> Bruijn, Jacob<br/> Decker, Claas",NA,NA,NA
"30607","Texel","10011","Adrichem","Congo North","Suriname","1710","705","Hoeven, Jan van der",NA,NA,NA
"30608","Texel","10026","Stad Amsterdam","Whydah","Suriname","1706","511","Storck, Pieter Teunisz",NA,NA,NA
"30609","Texel","10029","Stad Amsterdam","Loango","Suriname","1719","455","Brouwer, Sipke Egberts",NA,NA,NA
"30610","Texel","10034","Amsterdam","Badagry/Apa","Suriname","1732","330","Vlugt, Jan",NA,NA,NA
"30611","Texel","10039","Bekestein","Congo North","St. Eustatius","1722","560","Wolf, Dirk de",NA,NA,NA
"30612","Texel","10042","Bekestein","Jacquin","Suriname","1729","420","Mooylieves, Cornelis",NA,NA,NA
"30613","Texel","10048","Beschermer","Congo North","Curacao","1702",NA,"Valies, Thomas Jansz",NA,NA,NA
"30614","Texel","10049","Beschutter","Apammin","Suriname","1735","745","Veltz, Christiaan",NA,NA,NA
"30615","Texel","10050","Beschutter","Elmina","Suriname","1739","740","Baarspul, Theunis<br/> Groot, Michiel de",NA,NA,NA
"30616","Texel","10051","Beurs van Amsterdam","Whydah","Suriname","1702","568","Roem, Sijmon Jaspersz",NA,NA,NA
"30617","Texel","10052","Beurs van Amsterdam","Malembo","Curacao","1705","615","Jansz, Leendert",NA,NA,NA
"30618","Texel","10053","Beurs van Amsterdam","Malembo","Curacao","1706","628","Geffen, Arent van",NA,NA,NA
"30619","Texel","10055","Bleijswijk","Whydah","Suriname","1709","444","Saanen, Jan van",NA,NA,NA
"30620","Texel","10056","Bosbeek","Keta","Berbice","1714",NA,"Hagerop, Rijk",NA,NA,NA
"30621","Texel","10065","Carolus Secundus","Elmina","Curacao","1708","171","Crans, Pieter",NA,NA,NA
"30622","Texel","10067","Kasteel van Curaçao","Senegambia and offshore Atlantic","Curacao","1676",NA,"Jansz, Huijbert",NA,NA,NA
"30623","Texel","10069","Kasteel Delmina","Elmina","Curacao","1708","183","Zeerat, Thomas Jansz<br/> Gerritsz, Jan",NA,NA,NA
"30624","Texel","10071","Catharina","Ardra","Suriname","1698","494","Stolck, Arent Gijsen van der",NA,NA,NA
"30625","Texel","10073","Catharina Christina","Windward Coast (Nunez - Assini)","Suriname","1709",NA,"Boes, Cornelis",NA,NA,NA
"30626","Texel","10074","Christina","Whydah","Suriname","1704","486","Kist, Jan Claasz",NA,NA,NA
"30627","Texel","10077","Keurvorst van Brandenburg","Ardra","Suriname","1685","369","Smidt, Hendrick B<br/> Claassen, Herman<br/> Swaan, Adriaan",NA,NA,NA
"30628","Texel","10078","Keurvorst van Brandenburgh","Africa.","Curacao","1687",NA,"Klinkert, Adriaan",NA,NA,NA
"30629","Texel","10079","Clara","Ardra","Curacao","1694",NA,"Visser, Jacob Corsz",NA,NA,NA
"30630","Texel","10080","Compagnies Welvaren","Congo North","St. Eustatius","1720","109","Kennis, Adriaan",NA,NA,NA
"30631","Texel","10082","Koning van Portugal","Whydah","Curacao","1707","428","Coster, Sijmon",NA,NA,NA
"30632","Texel","10083","Hester","Ardra","Suriname","1685","480","Jansen, Jochem<br/> Harder, Job J van",NA,NA,NA
"30633","Texel","10084","Hester","Congo North","Curacao","1693","453","Spanjaart, Sijbrant",NA,NA,NA
"30634","Texel","10087","Fort Amsterdam tot Cormantijn","Ardra","Curacao","1687",NA,"Eijck, Michiel Joosten van",NA,NA,NA
"30635","Texel","10091","Kroonvogel","Ardra","Suriname","1696","485","Visser, Jacob Corsz",NA,NA,NA
"30636","Texel","10092","Kroonvogel","Congo North","Suriname","1698","529","Stuart, Hans",NA,NA,NA
"30637","Texel","10094","Debora Amarentia","Congo North","Suriname","1693","665","Stolck, Arent Gijsen van der",NA,NA,NA
"30638","Texel","10113","Duinvliet","Gold Coast","Berbice","1732","330","Ovens, Simon",NA,NA,NA
"30639","Texel","10114","Duinvliet","Badagry/Apa","Suriname","1733","350","Leek, Claas Jansen",NA,NA,NA
"30640","Texel","10115","Duinvliet","Elmina","Berbice","1735","340","Leek, Claas Jansen",NA,NA,NA
"30641","Texel","10116","Duinvliet","Elmina","Berbice","1736","301","Walraven, Cornelis",NA,NA,NA
"30642","Texel","10119","Eendracht","Congo North","Curacao","1688",NA,"Domer, Claas Pietersz",NA,NA,NA
"30643","Texel","10120","Eendracht","Congo North","Curacao","1691","766","Rijk, Willem Robbertsz",NA,NA,NA
"30644","Texel","10124","Emmenes","Whydah","Suriname","1720","324","Saanen, Jan van",NA,NA,NA
"30645","Texel","10127","Emmenes","Elmina","Suriname","1725","581","Nijgh, Leendert",NA,NA,NA
"30646","Texel","10129","Europa","Ardra","Curacao","1678",NA,"Claasz, Jochem",NA,NA,NA
"30647","Texel","10130","Europa","Corisco","Curacao","1682",NA,"Stolck, Arent Gijsen van der",NA,NA,NA
"30648","Texel","10133","Eva Maria","Congo North","Essequibo","1694",NA,"Kagias, Nanningh",NA,NA,NA
"30649","Texel","10134","Eva Maria","Congo North","Suriname","1698","488","Rijcken, Simon<br/> Knoppeldoeck, Jacob Pietersz",NA,NA,NA
"30650","Texel","10135","Eva Maria","Boary","Curacao","1701","600","Kagias, Nanningh",NA,NA,NA
"30651","Texel","10141","Geertruid Galei","Gabon",NA,"1722",NA,"Kreeft, Benjamin",NA,NA,NA
"30652","Texel","10143","Geertruid","Calabar","Suriname","1685","289","Mol, Gerrit Cornelis",NA,NA,NA
"30653","Texel","10146","Gele Ruiter","Congo North","Suriname","1686","554",NA,NA,NA,NA
"30654","Texel","10147","Gele Ruiter","Gold Coast","Americas","1692",NA,"Coster, Sijmon",NA,NA,NA
"30655","Texel","10149","Gideon","Ardra","Curacao","1688",NA,"Veltkamp, Jan Hendicksz",NA,NA,NA
"30656","Texel","10154","Goude Leeuw","Grand Popo","Curacao","1688",NA,"Eijck, Michiel Joosten van",NA,NA,NA
"30657","Texel","10176","Grote Africaan","Ardra","Americas","1685",NA,"Leeck, Mecke Dricksz van",NA,NA,NA
"30658","Texel","10185","Henricus","Senegambia and offshore Atlantic","Suriname","1682",NA,"Claver, Jan Claasz",NA,NA,NA
"30659","Texel","10212","Leusden","Congo North","St. Eustatius","1721","406","Thijl, Jacob<br/> Schamp, Jan",NA,NA,NA
"30660","Texel","10213","Leusden","Elmina","St. Eustatius","1722","471","Ras, Pieter",NA,NA,NA
"30661","Texel","10214","Leusden","Elmina","Berbice","1724","535","Ras, Pieter",NA,NA,NA
"30662","Texel","10217","Leusden","Jacquin","Paramaribo","1729","636","Outjes, Jochem<br/> Ovens, Simon",NA,NA,NA
"30663","Texel","10219","Leusden","Badagry/Apa","Paramaribo","1733","673","Graan, Andries",NA,NA,NA
"30664","Texel","10220","Leusden","Badagry/Apa","Paramaribo","1735","280","Velde, Daniel te",NA,NA,NA
"30665","Texel","10221","Leusden","Elmina","Paramaribo","1738","14","Lodewijksz, Lodewijk<br/> Outjes, Jochem",NA,NA,NA
"30666","Texel","10223","Margarita Catherina","Boary","Curacao","1701","386","Knoppeldoeck, Jacob Pietersz",NA,NA,NA
"30667","Texel","10224","Maria","Elmina","Berbice","1734","136","Veltz, Christiaan",NA,NA,NA
"30668","Texel","10238","Phenix","Congo North","St. Eustatius","1726","510","Vallé, Jacob",NA,NA,NA
"30669","Texel","21196","S Maarten van Rossen","Ardra","Jamaica","1661","180","Jansen, Leendert",NA,NA,NA
"30670","Texel","21565","Koning Salomon","Ardra","Curacao","1659","331","Kop, Caspar Govertse",NA,NA,NA
"30671","Texel","21567","Gideon","Portudal","Curacao","1659","300","Gilde, Sijmon Cornelisz",NA,NA,NA
"30672","Texel","21578","Juffrouw Catharina","Ardra","Curacao","1665","150","Wilree, Jacob Dircksz",NA,NA,NA
"30673","Texel","24358","Neptune","Africa.","Caribbean (colony unspecified)","1698",NA,"Norwood, Benjamin",NA,NA,NA
"30674","Texel","44121","Africa","Africa.","Curacao","1668",NA,"Robbertsz, Willem",NA,NA,NA
"30675","Texel","44125","Profeet Samuel","Boary","Curacao","1669",NA,"Boot, Jan Hendricksz",NA,NA,NA
"30676","Texel","44135","Vrede","Ardra","Curacao","1669",NA,"Klinckert, Dirck Jansz",NA,NA,NA
"30677","Texel","44140","Fort Goeree","Ardra","Curacao","1670",NA,"Danser, Cornelis Jansz",NA,NA,NA
"30678","Texel","44141","America","West Central Africa and St. Helena","Curacao","1669",NA,"Harder, Hendrik de",NA,NA,NA
"30679","Texel","44142","Alida","Ardra","Sao Tome","1673",NA,"Laurensz, Frederick<br/> Slocker, Jacob Jansz",NA,NA,NA
"30680","Texel","44146","Prins van Oranje te Paard","West Central Africa and St. Helena","West Indies (colony unspecified)","1671",NA,"Rasiere, Laurens de",NA,NA,NA
"30681","Texel","44152","Welkomst","Africa.","West Indies (colony unspecified)","1654",NA,"Dijck, Gerrit Jansz van",NA,NA,NA
"30682","Texel","44167","Vergulde Ree","Africa.",NA,"1671",NA,"Zwan, Antony Aertsz",NA,NA,NA
"30683","Texel","44168","Amsterdam","Elmina","Curacao","1671",NA,"Dijck, Gerrit Jansz van",NA,NA,NA
"30684","Texel","44170","Africa","Loango","Curacao","1671",NA,"Harckesz, Pieter",NA,NA,NA
"30685","Texel","44171","Beurs van Amsterdam","Loango","Curacao","1670",NA,"Balck, Jacob Jansz",NA,NA,NA
"30686","Texel","44177","Jonge Prins Willem","Ardra","Curacao","1671",NA,"Mulder, Jurriaan Thijssen",NA,NA,NA
"30687","Texel","44180","Hoop",NA,NA,"1672",NA,"Hart, Daniel de",NA,NA,NA
"30688","Texel","44182","Vrede","Africa.","Curacao","1672",NA,"Klinckert, Dirck Jansz",NA,NA,NA
"30689","Texel","44188","Beurs van Amsterdam","Elmina","Curacao","1673",NA,"Balck, Jan Jansz",NA,NA,NA
"30690","Texel","44192","Morgenstar","Goree","Curacao","1674",NA,"Claver, Jan Claasz",NA,NA,NA
"30691","Texel","44205","Maria","New Calabar","Buenos Aires","1657",NA,NA,NA,NA,NA
"30692","Texel","44206","Goude Leeuw (a) Leona Dorada","West Central Africa and St. Helena","Buenos Aires","1657",NA,"Doncker, Pieter Gerritsz<br/> Hendricksz, Abel",NA,NA,NA
"30693","Texel","44211","Ouderkerk","Africa.","Curacao","1658",NA,"Vlaming, Gerrit de",NA,NA,NA
"30694","Texel","44238","Gideon","Ardra","Curacao","1663",NA,"Gilde, Sijmon Cornelisz",NA,NA,NA
"30695","Texel","44239","S Maria","Ardra","Curacao","1663",NA,"Claesz, Andries",NA,NA,NA
"30696","Texel","44264","S Jan Baptist",NA,NA,"1666",NA,"Voogt, Jan Sijmonsz",NA,NA,NA
"30697","Texel","44270","Leonora","Ardra","Curacao","1667",NA,"Wilree, Jacob Dircksz<br/> Klinckert, Dirck Jansz",NA,NA,NA
"30698","Texel","44272","Goude Luipaard (a) Goude Tijger","Africa.","Curacao","1666",NA,"Slot, Laurens Jacobsz van",NA,NA,NA
"30699","Texel","44276","Agatha","Elmina","Cadiz","1668",NA,"Sijmonsz, Pieter",NA,NA,NA
"30700","Texel","44279","Eendracht","Africa.","Spanish Caribbean, unspecified","1670",NA,"Minne, Jan",NA,NA,NA
"30701","Texel","44281","Vergulde Posthoorn","Ardra","Curacao","1669","471","Schaap, Isaack Gerritsz",NA,NA,NA
"30702","Texel","44284","Wilde Vrouw","Loango","Martinique","1668","155","Terbeeck, Johannes",NA,NA,NA
"30703","Texel","44289","Eenhoorn","New Calabar","Cartagena","1656",NA,"Depontus, Joost Hendricksz",NA,NA,NA
"30704","Texel","11009","Standvastigheid","Cape Lahou","Suriname","1766","153","Obbe, Sijbrand",NA,NA,NA
"30705","Texel","26446","S James (a) S Jacob","West Central Africa and St. Helena","Barbados","1672",NA,"Keaton, John<br/> Richardson, John",NA,NA,NA
"30706","Texel","10635","Guinese Vriendschap","Windward + Ivory + Gold + Benin","Suriname","1773","300","Grim, Jan",NA,NA,NA
"30707","Texel","11584","S Franciscus","Mpinda","Cayenne","1669",NA,"Anker, Cornelis van den",NA,NA,NA
"30708","Texel","11610","Vredenburg","Gambia","French Caribbean, colony unspecified","1670",NA,"Backer, Joris Gerritsz",NA,NA,NA
"30709","Texel","11643","S Pieter","New Calabar","Tenerife","1658",NA,"Kimmel, Simon Sandersz",NA,NA,NA
"30710","Texel","10295","Zonnestein","Elmina","St. Eustatius","1726","557","Gewelt, Jan Pietersz",NA,NA,NA
"30711","Texel","10323","Steenhuizen","Elmina","Suriname","1737","775","Baarspul, Theunis",NA,NA,NA
"30712","Texel","10325","'s-Graveland","Congo North","St. Eustatius","1725","501","Boone, Cornelis",NA,NA,NA
"30713","Texel","10333","Phenix","Congo North","Curacao","1676",NA,"Arel, Jan van<br/> Sijmonsz, Frederick",NA,NA,NA
"30714","Texel","10339","Vrije Zee","Gold Coast","Curacao","1690",NA,"Langhman, Nicolaes",NA,NA,NA
"30715","Texel","10340","Vrijheid","Ardra","Curacao","1681",NA,"Dircksz, Michiel",NA,NA,NA
"30716","Texel","10341","Vrijheid","Ardra","Curacao","1683","440","Mondt, Jochem Claasz<br/> Mol, Gerrit Cornelisz",NA,NA,NA
"30717","Texel","10343","Vrijheid","Gold Coast","Curacao","1687",NA,"Star, Gerrit",NA,NA,NA
"30718","Texel","10344","Vrijheid","Elmina","Berbice","1722","400","Buttel, Christoffel de",NA,NA,NA
"30719","Texel","10346","Vrijheid","Congo North","Suriname","1727","374","Wit, Herman de<br/> Mooylieves, Cornelis",NA,NA,NA
"30720","Texel","10350","Vrijheid","Elmina","Suriname","1736","639","Ovens, Simon",NA,NA,NA
"30721","Texel","10352","Waartwijk","Jacquin","Suriname","1730","343","Velde, Daniel ter",NA,NA,NA
"30722","Texel","11386","Boodschap Maria","Ardra","Cartagena","1659","500","Lonck, Pieter Cornelisz",NA,NA,NA
"30723","Texel","11577","Koningin Hester","Ardra","Curacao","1669",NA,"Oldenburg, Dirck Jansz van",NA,NA,NA
"30724","Texel","10356","Wapen van Amsterdam","Gold Coast","Curacao","1688",NA,"Scheij, Pieter",NA,NA,NA
"30725","Texel","10362","Welvaren","Bight of Benin","Suriname","1683",NA,"Engelsman, Samuel<br/> Dronker, Jan",NA,NA,NA
"30726","Texel","10365","Westindisch Huis","Whydah","Curacao","1699",NA,"Kieft, Pieter Remmersz",NA,NA,NA
"30727","Texel","10366","Westindisch Huis","Whydah","Cartagena","1701","647","Hincke, Jan<br/> Kist, Jan Claasz",NA,NA,NA
"30728","Texel","10403","Africaander","Cape Lahou","Suriname","1744","225","Hagerop, Christiaan",NA,NA,NA
"30729","Texel","10436","Anna en Maria","Windward + Ivory + Gold + Benin","St. Eustatius","1764",NA,"Lagerboom, Pieter",NA,NA,NA
"30730","Texel","10438","Anna en Maria","Windward + Ivory + Gold + Benin","Suriname","1769","282","Eggers, Marten",NA,NA,NA
"30731","Texel","10476","Catharina Galei","Elmina","Curacao","1748","400","Pietersz, Jan<br/> Servijn, Christoffel<br/> Bruijn, Jacob de",NA,NA,NA
"30732","Texel","10637","Guinees Welvaren","Elmina","Suriname","1766","250","Sluijter, Pieter Hermanus",NA,NA,NA
"30733","Texel","11058","Vergenoegen","Loango","Suriname","1795","349","Breedau, Carel<br/> Klaver, Johannes Gerrit",NA,NA,NA
"30734","Texel","11295","Witte Paard","Loango","New York","1655",NA,"Swart, Meijndert Lourensz",NA,NA,NA
"30735","Texel","11317","Heemstee","Luanda","Pernambuco","1646",NA,NA,NA,NA,NA
"30736","Texel","11364","Gele Zon (a) Sol","Ardra","Hispaniola, unspecified","1653",NA,"Spierdijk, Barend Claesz<br/> Rodriguez, Enrique<br/> Jansen, Bernabé",NA,NA,NA
"30737","Texel","11365","Gele Engel (a) Engel Gabriel","Ardra","Hispaniola, unspecified","1653","351","Engel, Claes Jansz den (a) de Guijt",NA,NA,NA
"30738","Texel","11366","Zwarte Leeuw","Ardra","Portobelo","1657",NA,"Hoorn, Jan Pietersz",NA,NA,NA
"30739","Texel","11381","Zwarte Dubbele Arend","Ardra","Portobelo","1657","213","Pietersz, Claes",NA,NA,NA
"30740","Texel","11385","S Jansburgh (a) Johannesburg","Ardra","Hispaniola, unspecified","1657",NA,"Vos, Theunis Adriaensz",NA,NA,NA
"30741","Texel","10045","Bekestein","Badagry/Apa","Suriname","1736","602","Snoek, Isaak",NA,NA,NA
"30742","Texel","11389","Ridder S Joris","Luanda","West Indies (colony unspecified)","1664","320","Roem, Volkert Claasz<br/> Backer, Claas Willemsz",NA,NA,NA
"30743","Texel","11391","Zwarte Arend","River del Rey","Portobelo","1659",NA,"Straetjer, Jacob Jacobsz",NA,NA,NA
"30744","Texel","11392","Eikenboom","Ardra","Curacao","1660",NA,"Eikenboom, Jan Jansz",NA,NA,NA
"30745","Texel","11396","Verstoorde Leeuw","Ardra","Martinique","1668",NA,"Cleijn, Evert Mathijsz",NA,NA,NA
"30746","Texel","11398","Europa","Loango","Curacao","1668","231","Goijer, Adriaen Claesz<br/> Pieters, Neeltje",NA,NA,NA
"30747","Texel","11400","Hoop","Ardra","Martinique","1667","420","Meijndertse, Ide",NA,NA,NA
"30748","Texel","11414","Gideon","Loango","New York","1664","348","Gilde, Sijmon Cornelisz",NA,NA,NA
"30749","Texel","11504","Huis ter Laan","Africa.","Curacao","1677","450","Balck, Jan Jacobsz<br/> Pietersz, Reijer",NA,NA,NA
"30750","Texel","11506","Africa","Senegambia and offshore Atlantic","Curacao","1677",NA,NA,NA,NA,NA
"30751","Texel","11507","Noordstar","Senegambia and offshore Atlantic","Suriname","1679",NA,"Willemsz, Gerbrant<br/> Uijterwijk, Cornelis",NA,NA,NA
"30752","Texel","11509","Kasteel van Curaçao","Senegambia and offshore Atlantic","Essequibo","1678",NA,"Jansz, Huijbert",NA,NA,NA
"30753","Texel","11510","Kasteel Delmina","Gold Coast","Curacao","1679",NA,"Schepmoes, Abraham",NA,NA,NA
"30754","Texel","11511","Aletta","Ardra","Curacao","1680",NA,"Jansz, Huijbert",NA,NA,NA
"30755","Texel","11516","Jupiter","Ardra","Curacao","1680",NA,"Mondt, Jochem Claasz",NA,NA,NA
"30756","Texel","11518","Isabella","Congo North","Curacao","1680",NA,"Thomasz, Frederick",NA,NA,NA
"30757","Texel","11519","Koopman","Congo North","Curacao","1681",NA,NA,NA,NA,NA
"30758","Texel","11521","Wildeman","Gold Coast","Curacao","1680",NA,"Hoven, Frederik Frederiksz van",NA,NA,NA
"30759","Texel","11523","S Jan Baptist","Senegambia and offshore Atlantic","Curacao","1681",NA,"Broers, Hendrik",NA,NA,NA
