"","port_origin","voyage_id","ship_name","place_of_purchase","port_arrival","year_arrival","n_slaves_arrived","captains_name","country","lat","lng"
"18230","London","25050","Marlborough Packet",NA,NA,"1720",NA,"Bennet","United Kingdom",51.5,-0.1167
"18231","London","76408","Catherine","Africa.","Jamaica","1725",NA,"Traharne, Joseph","United Kingdom",51.5,-0.1167
"18232","London","76889","Polly","Africa.",NA,"1737",NA,"More, Robert","United Kingdom",51.5,-0.1167
"18233","London","75369","Duke of York","Gambia","Charleston","1761","250","Bostock, Peter","United Kingdom",51.5,-0.1167
"18234","London","14909","Mediteranean","West Central Africa and St. Helena","Jamaica","1691","430","Daniel, Edward","United Kingdom",51.5,-0.1167
"18235","London","77918","Canterbury","Calabar","Puerto Rico","1768","260","Parke, Nonus","United Kingdom",51.5,-0.1167
"18236","London","82050","John","Goree","British Caribbean, colony unspecified","1803",NA,"Bicknell, James<br/> Wiley","United Kingdom",51.5,-0.1167
"18237","London","15086","Codrington","Africa.","Saint John (Antigua)","1700",NA,"Tudway, Richard","United Kingdom",51.5,-0.1167
"18238","London","75384","Edward and Jane","Bonny","Martinique","1762",NA,"Smith, William","United Kingdom",51.5,-0.1167
"18239","London","77690","Saint John","Cape Coast Castle","Jamaica","1758",NA,"Thwaits, Francis","United Kingdom",51.5,-0.1167
"18240","London","76434","Sarah Gally","Gold Coast","Jamaica","1720",NA,"Bull, Stephen","United Kingdom",51.5,-0.1167
"18241","London","20293","Lowther Galley","Africa.","Barbados","1702","190","Lowther, John","United Kingdom",51.5,-0.1167
"18242","London","26240","Crawley","Africa.","Jamaica","1729",NA,"Clarke, Robert","United Kingdom",51.5,-0.1167
"18243","London","21135","Shrewsbury Gall","Cape Coast Castle","Jamaica","1703","311","Gladman, Jonathan","United Kingdom",51.5,-0.1167
"18244","London","77694","Flora","Windward Coast","Jamaica","1759","350","Taylor, James","United Kingdom",51.5,-0.1167
"18245","London","15096","Abraham and Moses","Africa.","Saint John (Antigua)","1701","122","Terry, Benjamin","United Kingdom",51.5,-0.1167
"18246","London","21139","Urban Frigott","Gambia","Jamaica","1703","161","Bannister, Joseph<br/> Bond, Edward","United Kingdom",51.5,-0.1167
"18247","London","76093","Royal Africa","Cabinda","British Caribbean, colony unspecified","1721",NA,"Hereford, Nurse","United Kingdom",51.5,-0.1167
"18248","London","9634","Fortune","Calabar","Barbados","1666","203","Tickner, Will","United Kingdom",51.5,-0.1167
"18249","London","18273","Swift","Gold Coast","Kingston","1808","336","Taylor, Cobb<br/> Bryan, Daniel","United Kingdom",51.5,-0.1167
"18250","London","24043","Alexander","Africa.","Montserrat","1754",NA,"Adam, David","United Kingdom",51.5,-0.1167
"18251","London","82604","Mary","Bance Island (Ben's Island)","St. Kitts","1786","156","Bowie, James<br/> McLean, James","United Kingdom",51.5,-0.1167
"18252","London","83741","Thames","Gold Coast","Trinidad","1803","236","Black, George","United Kingdom",51.5,-0.1167
"18253","London","20612","Joseph Galley","Africa.","Kingston","1712","300","Rogers, Thomas","United Kingdom",51.5,-0.1167
"18254","London","77720","Weazle","Africa.",NA,"1759",NA,"Love, Jas","United Kingdom",51.5,-0.1167
"18255","London","20321","Queen","Africa.","Jamaica","1704","235","Meale, Thomas","United Kingdom",51.5,-0.1167
"18256","London","75446","Expedition","Saint-Louis","Charleston","1774","143","Spence, John","United Kingdom",51.5,-0.1167
"18257","London","75447","Expedition",NA,NA,"1774",NA,"Spence","United Kingdom",51.5,-0.1167
"18258","London","76726","Mermaid","Cape Coast Castle","St. Kitts","1731",NA,"Birchall, George","United Kingdom",51.5,-0.1167
"18259","London","9655","John","West Central Africa and St. Helena","Barbados","1689",NA,"Portlock, William","United Kingdom",51.5,-0.1167
"18260","London","78129","Unanimity","Anomabu","Jamaica","1774",NA,"Chalmers, William","United Kingdom",51.5,-0.1167
"18261","London","76478","Swallow Gally","Whydah","Barbados","1715","323","Hayes<br/> Smith, Henry","United Kingdom",51.5,-0.1167
"18262","London","77736","Hawke","Africa.","Jamaica","1761","316","Fraser, Alexander<br/> Ritchie","United Kingdom",51.5,-0.1167
"18263","London","81933","Isabella","Gambia","Demerara","1798","129","Brand, John","United Kingdom",51.5,-0.1167
"18264","London","78135","Fame","Gold Coast","Jamaica","1774",NA,"Darling, Thomas","United Kingdom",51.5,-0.1167
"18265","London","26271","Gibraltar","Cabinda","Jamaica","1740",NA,"Mitchell, Ab","United Kingdom",51.5,-0.1167
"18266","London","81511","Frederick","Cape Coast Castle","Demerara","1806","249","McDonald, James","United Kingdom",51.5,-0.1167
"18267","London","76148","Sarah Gally",NA,NA,"1722",NA,"Barry, William","United Kingdom",51.5,-0.1167
"18268","London","14978","Good Fellowship","Whydah","Barbados","1684","260","Payne, Silvanus","United Kingdom",51.5,-0.1167
"18269","London","9662","Charles","Whydah","Barbados","1684","214","Hill, Edward","United Kingdom",51.5,-0.1167
"18270","London","21172","Amity","Gold Coast","Jamaica","1705","175","Benson, Thomas","United Kingdom",51.5,-0.1167
"18271","London","75500","Fly","Gold Coast","Barbados","1774",NA,"Donnison","United Kingdom",51.5,-0.1167
"18272","London","9667","Friends Adventure","West Central Africa and St. Helena","Newcastle (Nevis)","1684","153","Deane, Robert","United Kingdom",51.5,-0.1167
"18273","London","25655","Bonetta","Cabinda","Jamaica","1739",NA,"Commins, Philip (a) Comyn","United Kingdom",51.5,-0.1167
"18274","London","76617","Portugal","Africa.","Kingston","1729","280","Traharne, Joseph<br/> Hampton, Nicholas","United Kingdom",51.5,-0.1167
"18275","London","76745","London Merchant",NA,NA,"1731",NA,"Williams, Richard","United Kingdom",51.5,-0.1167
"18276","London","26291","Royal James and Mary","Congo River","British Caribbean, colony unspecified","1690",NA,NA,"United Kingdom",51.5,-0.1167
"18277","London","75520","Frederick","Africa.","Grenada","1765","89","Davidson, Robt","United Kingdom",51.5,-0.1167
"18278","London","76502","Anne Gally","Africa.","Barbados","1718","97","Appletree, James","United Kingdom",51.5,-0.1167
"18279","London","76171","Sicilian Galley","Whydah","Jamaica","1725","383","Peacock, James","United Kingdom",51.5,-0.1167
"18280","London","15270","Swallow","Calabar","Newcastle (Nevis)","1682","70","Welden","United Kingdom",51.5,-0.1167
"18281","London","24337","Glasgow","Africa.","Saint John (Antigua)","1743",NA,"Edgar<br/> Murray, William","United Kingdom",51.5,-0.1167
"18282","London","26300","Swan","Africa.","Barbados","1658",NA,NA,"United Kingdom",51.5,-0.1167
"18283","London","15135","Ann Bonadventure","Africa.","Barbados","1702","280","Martin, Francis","United Kingdom",51.5,-0.1167
"18284","London","20915","Recovery","Calabar","Barbados","1676",NA,"Bloome, Edward<br/> Thomas, John","United Kingdom",51.5,-0.1167
"18285","London","24105","Dorothy","Africa.",NA,"1705",NA,"Bonham, Samuel","United Kingdom",51.5,-0.1167
"18286","London","83574","Sovereign","Bonny","Trinidad","1803","319","Ward, J","United Kingdom",51.5,-0.1167
"18287","London","78180","Fanny","Africa.",NA,"1775",NA,"Allen, Samuel","United Kingdom",51.5,-0.1167
"18288","London","15137","Elizabeth","West Central Africa and St. Helena","Barbados","1702","300","Connell, Henry","United Kingdom",51.5,-0.1167
"18289","London","99030","Pindar Galley","Whydah","Montserrat","1715","249","Randes, Richard<br/> Wheeler, Richard","United Kingdom",51.5,-0.1167
"18290","London","78030","Vulture","Africa.","Newcastle (Nevis)","1771",NA,"Jorden, Thomas<br/> Boyd, Robert","United Kingdom",51.5,-0.1167
"18291","London","76510","James","Gambia","Barbados","1718","132","Wadding, Richard","United Kingdom",51.5,-0.1167
"18292","London","83796","Thomas","Africa.","Barbados","1803","251","Martin, Robert","United Kingdom",51.5,-0.1167
"18293","London","75570","Grenville","Africa.",NA,"1761",NA,NA,"United Kingdom",51.5,-0.1167
"18294","London","21200","Martha","Africa.",NA,"1662",NA,NA,"United Kingdom",51.5,-0.1167
"18295","London","75575","Griffin","Anomabu","Kingston","1722",NA,"Taylor, Nicholas","United Kingdom",51.5,-0.1167
"18296","London","24139","George Galley","Africa.",NA,"1702",NA,"Nall, John","United Kingdom",51.5,-0.1167
"18297","London","75585","Guiney Packet","Bight of Benin",NA,"1723",NA,"Hall, William","United Kingdom",51.5,-0.1167
"18298","London","77805","Peggy","Gambia","Saint John (Antigua)","1766","80","McAdam, James","United Kingdom",51.5,-0.1167
"18299","London","76520","Robert and Rebecca","Africa.","Barbados","1719","348","Kent, Mathew","United Kingdom",51.5,-0.1167
"18300","London","77044","Indian Queen","Cabinda","Buenos Aires","1715","290","Mabbott","United Kingdom",51.5,-0.1167
"18301","London","78224","Polly",NA,NA,"1776",NA,"Forwood, Thomas","United Kingdom",51.5,-0.1167
"18302","London","78057","Venus","Anomabu","Charleston","1772",NA,"Goodwin, Thomas","United Kingdom",51.5,-0.1167
"18303","London","21981","Merchant of Barbados","Calabar","Barbados","1646",NA,"Sterre, Clement","United Kingdom",51.5,-0.1167
"18304","London","78053","Grace","Bonny","St. Vincent","1772",NA,"Currie, Alexander","United Kingdom",51.5,-0.1167
"18305","London","75616","Hawke","Saint-Louis","Patuxent","1761","89","Watson, John","United Kingdom",51.5,-0.1167
"18306","London","83596","Spy","Gold Coast","Grenada","1786","430","Wilson, Thomas","United Kingdom",51.5,-0.1167
"18307","London","21342","Way Gally","Africa.","Jamaica","1702","190","Richardson, Thomas","United Kingdom",51.5,-0.1167
"18308","London","76809","London Frigat","Africa.",NA,"1732",NA,"Mackett, Henry","United Kingdom",51.5,-0.1167
"18309","London","76807","Betty","Africa.","Americas","1732",NA,"Bannerman, John","United Kingdom",51.5,-0.1167
"18310","London","76814","Princess Amelia","West Central Africa and St. Helena","Buenos Aires","1732","542","Fisher, Henry","United Kingdom",51.5,-0.1167
"18311","London","25711","Hope","Calabar","Port Royal","1693","290","Everard, Thomas<br/> Hill, Richard","United Kingdom",51.5,-0.1167
"18312","London","9576","Dolphin","Kormantine","Barbados","1665","244","Grigges, Thomas","United Kingdom",51.5,-0.1167
"18313","London","75656","Indian Queen","Whydah","Portobelo","1717","306","Mabbot, William","United Kingdom",51.5,-0.1167
"18314","London","81020","Diana","Lagos, Onim","Trinidad","1806",NA,"Boyd, Ralph","United Kingdom",51.5,-0.1167
"18315","London","81104","Eagle",NA,NA,"1804",NA,"Ramsay, Thomas<br/> McGee","United Kingdom",51.5,-0.1167
"18316","London","24175","Dragon","Africa.","Caracas","1704","404","Minott, Joseph<br/> Labouviere","United Kingdom",51.5,-0.1167
"18317","London","15166","Constant Friend","Africa.","Barbados","1700","106","Jacobs, John","United Kingdom",51.5,-0.1167
"18318","London","78079","Essex","Gold Coast","Grenada","1772",NA,"Bailey, Adam<br/> Manners<br/> Stap, Randal","United Kingdom",51.5,-0.1167
"18319","London","21999","Anthony Galley","Calabar","Martinique","1702","150","Crow, Godfrey","United Kingdom",51.5,-0.1167
"18320","London","80868","Columbus","Bonny","Kingston","1800","472","Hird, James","United Kingdom",51.5,-0.1167
"18321","London","24195","Morris Gally","Africa.",NA,"1702",NA,"Taylor, Nevison","United Kingdom",51.5,-0.1167
"18322","London","80870","Columbus","Bonny","Kingston","1802","336","Cromartie, J<br/> Forbes, James","United Kingdom",51.5,-0.1167
"18323","London","9714","Hannibal","Gold Coast","Barbados","1694","372","Phillips, Thomas","United Kingdom",51.5,-0.1167
"18324","London","25722","Louis","Africa.","Kingston","1712","90","Hockenhouse, Ralph (a) Hockenhall","United Kingdom",51.5,-0.1167
"18325","London","9718","Mary and Margaret Galley","Whydah","Jamaica","1699","127","Kelley, Samuel","United Kingdom",51.5,-0.1167
"18326","London","80676","Brothers","Gambia","Beaufort","1785","164","Dove, M","United Kingdom",51.5,-0.1167
"18327","London","77865","Providence","Goree",NA,"1780",NA,"Pratt, John","United Kingdom",51.5,-0.1167
"18328","London","78095","Vulture","Windward Coast","Grenada","1773",NA,"Roughsedge<br/> Boyd","United Kingdom",51.5,-0.1167
"18329","London","78091","Mally","Africa.","Grenada","1772",NA,"Smith, George","United Kingdom",51.5,-0.1167
"18330","London","21363","George and Catherine","Africa.","Saint John (Antigua)","1712","257","Ellis, Giles","United Kingdom",51.5,-0.1167
"18331","London","21364","Mercury Gally","Africa.","Saint John (Antigua)","1713",NA,"Richardson, Thomas","United Kingdom",51.5,-0.1167
"18332","London","78096","Peggy","Gold Coast","Grenada","1773","400","Mills, Hercules","United Kingdom",51.5,-0.1167
"18333","London","21369","Betty","Africa.","St. Kitts","1705","142","Swinton, William","United Kingdom",51.5,-0.1167
"18334","London","21370","Margaret and Mary","Africa.","Newcastle (Nevis)","1678","197","Croxall, Joseph","United Kingdom",51.5,-0.1167
"18335","London","77124","Neptune","Calabar","Jamaica","1775",NA,"Smith, John","United Kingdom",51.5,-0.1167
"18336","London","15185","Dorothea","Whydah","Kingston","1710","320","Lovell, Bowyer","United Kingdom",51.5,-0.1167
"18337","London","80886","Commerce","Anomabu","Kingston","1788","161","Brown, Robert<br/> Robson","United Kingdom",51.5,-0.1167
"18338","London","15189","George and Catherine","Africa.","Saint John (Antigua)","1711","90","Hockenhouse, Ralph<br/> Giles, Ellis","United Kingdom",51.5,-0.1167
"18339","London","80888","Commerce",NA,NA,"1790",NA,"Brown, Robert","United Kingdom",51.5,-0.1167
"18340","London","15190","Macklesfield","Whydah","Jamaica","1710","390","Chadwick, Samuel<br/> Brewer, Ben","United Kingdom",51.5,-0.1167
"18341","London","78108","Nancy","Africa.","Jamaica","1773",NA,"Douglass, Thomas","United Kingdom",51.5,-0.1167
"18342","London","76687","Mary","Africa.","Charleston","1717","60","Olson, Branson<br/> Goddard, Francis","United Kingdom",51.5,-0.1167
"18343","London","26183","Exchange","Africa.","Barbados","1662",NA,"Terry, John","United Kingdom",51.5,-0.1167
"18344","London","20254","Amity","Africa.","Barbados","1701","170","Benson, Edward","United Kingdom",51.5,-0.1167
"18345","London","77151","Pembroke","Anomabu","Barbados","1770","232","Taylor, Wm<br/> Coleman, Jn","United Kingdom",51.5,-0.1167
"18346","London","77154","Peter","Cape Coast Castle","Zion Hill","1778",NA,"Cleiland, George","United Kingdom",51.5,-0.1167
"18347","London","20826","John Gally",NA,NA,"1707",NA,"Shubrick, Richard","United Kingdom",51.5,-0.1167
"18348","London","15200","Greswold Gally","Africa.","Kingston","1710","186","Imping, Phillip","United Kingdom",51.5,-0.1167
"18349","London","25991","London Merchant","Africa.","Charleston","1733",NA,"Thomas, John","United Kingdom",51.5,-0.1167
"18350","London","25992","London Merchant","Africa.","Charleston","1735",NA,"Thomas, John","United Kingdom",51.5,-0.1167
"18351","London","77908","Africa","Cape Coast Castle","Grenada","1768",NA,"Stephens, John","United Kingdom",51.5,-0.1167
"18352","London","76572","Pretty Betsey","Africa.","Barbados","1738","152","Boys, John","United Kingdom",51.5,-0.1167
"18353","London","76576","Sea Nymph","Africa.","Saint John (Antigua)","1738","328","Webster, Thomas","United Kingdom",51.5,-0.1167
"18354","London","77916","Catherine","Cameroons",NA,"1767",NA,"Valens, Joseph<br/> Spyen","United Kingdom",51.5,-0.1167
"18355","London","76895","Mary","Africa.",NA,"1737",NA,"Drummond, J","United Kingdom",51.5,-0.1167
"18356","London","14908","East India Merchant","Whydah","Jamaica","1691","580","Shirley, Thomas","United Kingdom",51.5,-0.1167
"18357","London","76577","Sarah","Africa.","Havana","1738","42","Tarrett, John (a) Jarrett<br/> Farrah<br/> Vaughan, Jason","United Kingdom",51.5,-0.1167
"18358","London","78847","Dennis","Africa.","Kingston","1722","104","Lone, Richard","United Kingdom",51.5,-0.1167
"18359","London","76428","Ruby","Africa.","Americas","1724",NA,"Pearce, Jeremiah","United Kingdom",51.5,-0.1167
"18360","London","76425","Princess","Africa.",NA,"1723",NA,"Wickstead, John","United Kingdom",51.5,-0.1167
"18361","London","21905","Duke of London","Africa.","Annapolis","1729","200","Jones, John","United Kingdom",51.5,-0.1167
"18362","London","9632","House of Friendship","New Calabar","Barbados","1666","118","Rose, William","United Kingdom",51.5,-0.1167
"18363","London","76439","Squirrel","Jacquin","Saint John (Antigua)","1730",NA,"Blinco, Richard","United Kingdom",51.5,-0.1167
"18364","London","15093","Hunter","Africa.","Saint John (Antigua)","1701","87","Lawrence, Samuel","United Kingdom",51.5,-0.1167
"18365","London","76925","Sea Nymph","Cabinda","Maryland","1739",NA,"Ashington, Thomas","United Kingdom",51.5,-0.1167
"18366","London","76091","Royal Africa","Cape Coast Castle","Barbados","1715","208","Foot, Samuel<br/> Hereford, Nurse","United Kingdom",51.5,-0.1167
